date: 2018-11-27 ; title: 奉节县朱衣镇三塘村农村移民安置区精准帮扶项目中标结果公告 ; location: 奉节县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181127/a32908eb-f84e-4c86-9ca5-d8847f807d99.html
date: 2018-09-03 ; title: 重庆市六十五中学三期扩建项目弱电工程中标结果公告 ; location: 九龙坡区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/30838b6f-7d24-447c-8450-142b72a681f8.html
date: 2018-08-31 ; title: 江津区龙吟小学新建教学综合楼和教师周转宿舍工程中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180831/3524a697-8be7-4687-8289-726d0cf1235e.html
date: 2018-08-31 ; title: 巫溪县天元乡大美乡村建设项目一期（天元村片区、宝坪村片区）中标结果公告 ; location: 巫溪县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180831/693d0991-f26c-4dc8-9438-0d83a8d43772.html
date: 2018-08-31 ; title: 黄家镇2018年农村公路工程中标结果公告 ; location: 彭水县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180831/9832ba74-a078-44fa-8e41-b98ea810640a.html
date: 2018-08-31 ; title: 铜梁区2017年度土地治理项目（结余资金部分） PT7标段中标结果公告 ; location: 铜梁区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180831/e41e62f6-6fca-4d3a-b271-cdad0b50a634.html
date: 2018-08-31 ; title: 铜梁区2017年度土地治理项目（结余资金部分） PT6标段中标结果公告 ; location: 铜梁区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180831/8bc5d9ef-c5c0-45a1-bf56-fffedcc740bb.html
date: 2018-08-31 ; title: 铜梁区2017年度土地治理项目（结余资金部分） PT5标段中标结果公告 ; location: 铜梁区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180831/83742b7c-23bc-4cef-a759-a7820c3354f2.html
date: 2018-08-31 ; title: 铜梁区2017年度水口镇高标准农田建设扩建项目 SK4标段中标结果公告 ; location: 铜梁区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180831/1dc06033-40c1-4744-8e14-ae5a4f62bd77.html
date: 2018-08-31 ; title: 巫溪县红池坝镇人居环境综合整治工程二标段中标结果公告 ; location: 巫溪县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180831/169b4146-eaee-448d-8f3a-f60f247b5d01.html
date: 2018-08-31 ; title: 巫溪县红池坝镇人居环境综合整治工程一标段中标结果公告 ; location: 巫溪县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180831/1aa1426d-9d10-4ab1-9493-2c2f81ae887e.html
date: 2018-08-31 ; title: 重庆市长寿区“四好农村路”洪湖镇黑岩村联网公路（芦马路）中标结果公告 ; location: 长寿区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180831/d0964e42-1a72-4317-a5b3-ed51535d4fb6.html
date: 2018-08-31 ; title: 酉水河镇大江村撤并村通畅工程（巴东溪至反坡凹）（第二次）中标结果公告 ; location: 酉阳县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180831/3f349f38-7587-42a3-94fd-59bdad140518.html
date: 2018-08-31 ; title: 九龙坡区市政消火栓及其供水管线测绘项目中标结果公告 ; location: 九龙坡区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180831/1671603f-4443-455b-8b3b-4fbde51c7280.html
date: 2018-08-31 ; title: 秀山县2017年石漠化综合治理项目（清溪场镇根梨河小流域）林草植被工程中标结果公告 ; location: 秀山县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180831/6106df58-850a-45f0-b2d9-79e8e06caa3c.html
date: 2018-08-31 ; title: 城口县S301线（鹞鹰岩至实验中学段）道路改造工程中标结果公告 ; location: 城口县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180831/4e4c4b17-1ccd-463f-96e2-86cac085c669.html
date: 2018-09-07 ; title: 奉节县2018年天然林资源保护工程二期中标结果公告 ; location: 奉节县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/b324ddc4-5df1-4ef5-ae0b-e21a02fc7d37.html
date: 2018-09-07 ; title: 油溪加油站改建工程中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/c854b7d7-e766-44e6-a22d-7a1736e2a0a7.html
date: 2018-09-07 ; title: 江津区嘉平镇2017年农村公路建设项目（天清路、长铜路、白楠路）中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/01a8c219-b127-41e8-93ea-ede6cb2d9468.html
date: 2018-09-07 ; title: P标准分区(P3、P4、P5)道路设计中标结果公告 ; location: 北碚区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/1c63ccf3-6cfb-4b8d-905a-b5abadb4b49a.html
date: 2018-09-07 ; title: 酉阳县铜鼓镇李阳村撤并村通畅工程（茶树坨-侯家堰）中标结果公告 ; location: 酉阳县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/0d893c2b-c88b-4fec-920b-2f9df754e3fe.html
date: 2018-09-07 ; title: 西河镇双永村长河路等两条扶贫村公路建设项目(第二次）中标结果公告 ; location: 铜梁区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/050716b2-3e44-4d66-bca2-460cf0cf8a28.html
date: 2018-09-07 ; title: 华渝·馨园二期勘察招标中标结果公告 ; location: 秀山县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/9a09aa43-75ec-4095-aa89-57b708d9604d.html
date: 2018-09-07 ; title: 市政执法大队管理用房装修及整治工程中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/df34adc8-b4c6-47a6-b7e2-ea82b60dbaaa.html
date: 2018-09-07 ; title: 梁平区G243线复平界至合兴镇段公路改建工程中标结果公告 ; location: 梁平县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/537b96cc-9fa7-47f5-8359-27735a95c24b.html
date: 2018-09-07 ; title: 2018年茨竹镇“四好农村路”（通组硬化公路）建设工程（二标段）中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/0cb51b6c-4a46-4690-b08d-ebc5e4838dd8.html
date: 2018-09-07 ; title: 2018年茨竹镇“四好农村路”（通组硬化公路）建设工程（三标段）中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/e0be14bb-bd33-4cd0-9892-d04f5cabb310.html
date: 2018-09-07 ; title: 2018年茨竹镇“四好农村路”（通组硬化公路）建设工程（一标段）中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/295b8285-fbee-4069-8db4-27c4115b13ca.html
date: 2018-09-07 ; title: 西南大学生物学大楼设计中标结果公告 ; location: 北碚区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/23a1d1ee-b7f6-45e6-96fe-caa2040c0267.html
date: 2018-09-07 ; title: 丰都县十直镇汀溪村农村移民安置区精准帮扶项目中标结果公告 ; location: 丰都县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/71952d5f-4d10-4d0f-bf4d-65e80385a320.html
date: 2018-09-07 ; title: 嘉陵江大桥北桥头公园工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/9db57ded-ec7f-4f11-bd13-25a57cc0d431.html
date: 2018-09-07 ; title: 物流园生产资料片区、仓储加工片区、土主片区市政及地块平场整治工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/186c3bb8-70e4-489a-824d-43d820e5c471.html
date: 2018-09-07 ; title: 重庆市南岸区第三人民医院停车场建设改造工程中标结果公告 ; location: 南岸区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/be33cdfc-44e0-4c70-9eda-6673d521859c.html
date: 2018-09-07 ; title: 大马力发动机技术研发中心和大马力发动机生产线项目（二期）土石方工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/ae19b958-678b-469f-88fb-4f47c42a8fd3.html
date: 2018-09-10 ; title: 黔江区金溪镇中心学校改扩建工程中标结果公告 ; location: 黔江区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180910/9b7ffd9b-2343-4a7c-a17f-978b14ab16d9.html
date: 2018-09-10 ; title: 主城区建成区边角地建设社区体育文化公园项目总承包（EPC+O） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180910/74673554-0f82-4741-aa76-857d5bc05757.html
date: 2018-09-10 ; title: 宏声大厦外墙整治工程中标结果公告 ; location: 渝中区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180910/d9cb6a73-bb0f-41b4-8d2c-8d5b30cd06b7.html
date: 2018-09-10 ; title: 长寿区G319凤城至东新村段改建工程勘察设计招标中标结果公告 ; location: 长寿区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180910/bb7a1ca3-e7af-4805-9eb5-a1f558e92688.html
date: 2018-09-10 ; title: 重庆万州综合保税区建设项目设计中标结果公告 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180910/2916183f-316f-4ddf-ba69-1c1f622219c6.html
date: 2018-09-10 ; title: 中核·天玺一品二期施工总承包（第二次）中标结果公告 ; location: 合川区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180910/0997f906-b007-4216-8229-73cb4ee4d87e.html
date: 2018-09-10 ; title: 潼南江北片区两区同建市政道路（站南四路）工程监理及潼南江北片区两区同建市政道路（站南六路）工程监理中标结果公告 ; location: 潼南区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180910/b7c28979-0151-4296-a66c-ce7a28076a43.html
date: 2018-09-10 ; title: 潼南区2018年度水库移民后期扶持资金项目中标结果公告 ; location: 潼南区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180910/ff8813e0-5a8e-45d6-812b-aca60f03be22.html
date: 2018-09-10 ; title: 重庆大学虎溪校区博士生公寓项目 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180910/94b0a79a-a58c-4e36-8253-927431db4b5d.html
date: 2018-09-10 ; title: 含谷标准厂房一期消防改造工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180910/c84b7af6-6519-4233-99e3-04f2dadc25f8.html
date: 2018-09-10 ; title: 磨刀溪流域万州区双流至长滩段防洪护岸 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180910/61175baa-549d-44de-9a92-0b618bc90e57.html
date: 2018-09-10 ; title: 万州区社区公厕新改建项目— 一标段（4座公厕） ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180910/a2e10fcc-0159-4b11-a2ac-2e0c111b9c48.html
date: 2018-09-10 ; title: 高端铝合金材料薄壁挤压及智能制造项目（40MN挤压生产线）（第二次） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180910/81e7c7ae-ea3c-4b0b-9ac1-f93a4782f6fe.html
date: 2018-09-10 ; title: 江北区法院检察院政法业务综合楼配套工程-二次装修工程（第二次） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180910/763d5e66-289e-4a17-aaab-6ab1f13996eb.html
date: 2018-09-10 ; title: 北部新区B标准分区B18-1 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180910/240f4669-a7ce-4b0a-aad5-71da2d92b7b3.html
date: 2018-09-10 ; title: 铜梁区24座小一型水库大坝安全鉴定 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180910/07aa2795-7427-42e3-bc5c-afea2669f67d.html
date: 2018-09-07 ; title: 奉节县2018年通组通畅工程（新民镇）祖师村中标结果公告 ; location: 奉节县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/6f2ddaac-b869-4b75-a9a3-1cab7fee9704.html
date: 2018-09-07 ; title: 江津区四面山旅游特色小镇文旅片区项目（二期）预算编制服务中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180907/51f6941a-00ed-44d9-9acb-c7d5d34e9ef7.html
date: 2018-09-04 ; title: 江津区杜市镇新场社区、高歇社区、中山镇太和乡、柏林镇复兴场污水处理站建设工程中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/27409552-6254-490a-b0c8-2c3bf49bdcf1.html
date: 2018-09-04 ; title: 重庆市长寿区“四好农村路”洪湖镇长生村联网公路（称风路）中标结果公告 ; location: 长寿区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/c3907a01-850e-4498-9727-4e463d14858f.html
date: 2018-09-04 ; title: 忠县中医医院业务综合楼建设项目改造装修工程中标结果公告 ; location: 忠县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/25523e92-28b7-4ebe-8e68-3e46f81f4e7d.html
date: 2018-09-04 ; title: 上清寺学田湾、春森路特色社区提升项目（春森路片区）中标结果公告 ; location: 渝中区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/0acefd1a-81cc-4116-b54b-0744341059f3.html
date: 2018-09-04 ; title: 重庆市兼善中学蔡家校区二期工程中标结果公告 ; location: 北碚区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/1645f48f-7b8a-4e7e-8085-c1a86572775a.html
date: 2018-09-04 ; title: 荣昌区清升镇古佛山社区土地整治项目 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/f41d08bf-a6a9-46e0-bdb8-8238f878fd0e.html
date: 2018-09-04 ; title: SWDSBS系统（第三次） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/900f5543-a1a0-4f22-a021-4bdfa9f70956.html
date: 2018-09-04 ; title: 原人和粮站地块新建地下停车库、社区服务中心工程项目设计（第二次） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/38fd2645-929d-4156-bd04-8dc897f4453f.html
date: 2018-09-04 ; title: 万州区2018年第一批财政涉农资金建设项目-龙驹镇猪石路、后垃路等10条公路路面硬化工程及万福桥桥梁工程 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/4901d152-4cb8-4fd0-8819-6f42b68fe048.html
date: 2018-09-04 ; title: 秀山华信凤凰华庭建设工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/85d09357-2ef4-48cc-901b-5dc75fdc64d7.html
date: 2018-09-04 ; title: 巫溪县天元乡新田等（3）个村土地整治扶贫项目 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/11cab2ce-a05b-4793-8214-568cbc1bf414.html
date: 2018-09-04 ; title: 石柱县西沱镇岸线环境综合整治工程（一标段) ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/35a6b186-0eb4-46f3-8ac0-96c6eb2f8d97.html
date: 2018-09-04 ; title: 秀山华信凤凰华庭建设工程监理 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/f5608610-a998-43cf-aa04-00084576bf56.html
date: 2018-09-04 ; title: 龙兴项目F组团（F9-3 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/8b16540c-063f-491f-bb73-f6cd1f8deb82.html
date: 2018-09-04 ; title: 重庆市看守所（女子看守所）项目景观绿化工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/5d90fdbe-9789-4183-806b-f5344c4d549e.html
date: 2018-09-04 ; title: 石柱县西沱镇岸线环境综合整治工程（二标段) ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/9ef481bb-c6e2-44e5-b1ef-b83a60789c98.html
date: 2018-09-04 ; title: 石柱县西沱镇岸线环境综合整治工程（三标段) ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/59909233-42fb-4af1-8093-8f54afe2f3a3.html
date: 2018-09-03 ; title: 巫山镇水口村桥梁新建工程中标结果公告 ; location: 开州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/92d30736-57fd-4dfd-8961-5b23f6113e9e.html
date: 2018-09-03 ; title: 江津区森林公安局业务技术用房和专业扑火队营房建设项目附属工程中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/356fd8c7-4c03-4714-9ccd-733d434090c9.html
date: 2018-09-03 ; title: 江洲大道景观升级改造项目（二标段）中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/71ce8958-1b29-46ab-939e-eead8af4f3e6.html
date: 2018-09-03 ; title: 江洲大道景观升级改造项目（一标段）中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/0cd873a8-f2ec-4042-a70e-acc676a19448.html
date: 2018-09-03 ; title: 白泉乡百里村至巫溪中岗（双庙垭口）公路工程监理中标结果公告 ; location: 开州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/3e5b9e18-57ad-4753-9b19-8e8c823667a1.html
date: 2018-09-03 ; title: 重庆市城建档案馆新馆库建设项目勘察 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/4811125a-4cd8-4d34-87c0-e91bb3be84f6.html
date: 2018-09-03 ; title: 北碚区金刀峡镇2017年农村产业融合发展试点示范项目（第二次）中标结果公告 ; location: 北碚区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/ca5d23c4-4306-4936-a5a4-dab3d5130d01.html
date: 2018-09-03 ; title: 德感滨江路中段市政道路改造工程中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/dea34606-acac-4c4a-8949-a55f1c517126.html
date: 2018-09-03 ; title: 重庆市垫江监狱二期工程项目（改造部分）中标结果公告 ; location: 垫江县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/8fc2f43e-7387-48df-85ee-9801aa056ad6.html
date: 2018-09-03 ; title: 江津区夏坝镇2018年农村小康路（全域旅游公路）建设项目中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/0b5ba517-e6f3-4c39-9b7e-5e34eb0d0f39.html
date: 2018-09-03 ; title: 重庆市委当代党员杂志社数字出版基地一期工程（印刷物流及第三产业基地（南区）-场平土石方及边坡支护工程）中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/89c4ca94-0440-4325-b049-8a9569ab4be9.html
date: 2018-09-03 ; title: 江津区四屏镇灵仙河左幅特大桥工程中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/8dbe85df-60cf-4407-a82f-3d38f739ecf6.html
date: 2018-09-03 ; title: 巫溪县中学校男女生公寓楼维修及生活区室外低压电缆改建工程中标结果公告 ; location: 巫溪县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/1a4ba38c-ca38-46f6-bbd2-11deee8b0b29.html
date: 2018-09-03 ; title: 重庆市长寿区“四好农村路”洪湖镇黑岩村通组公路中标结果公告 ; location: 长寿区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/05bbfa54-d115-45da-b6ba-e29b763d9e0d.html
date: 2018-09-03 ; title: 长寿区运输桥电站增效扩容改造工程中标结果公告 ; location: 长寿区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/cf22c30e-62b6-40db-b54b-cc3ff1a51e20.html
date: 2018-09-03 ; title: 巫溪县国道G541枣树村K12+600处地灾治理工程中标结果公告 ; location: 巫溪县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/039c1ae5-38ae-422f-81ce-0026444d8195.html
date: 2018-09-03 ; title: 巫溪县古路等3个镇灾毁农村建设用地复垦项目三标段中标结果公告 ; location: 巫溪县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/32bca54f-9312-45a7-815f-585605835f88.html
date: 2018-09-03 ; title: 巫溪县古路等3个镇灾毁农村建设用地复垦项目二标段中标结果公告 ; location: 巫溪县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/882905cd-49a0-4184-904e-bb7a4dba8f86.html
date: 2018-09-03 ; title: 巫溪县古路等3个镇灾毁农村建设用地复垦项目一标段中标结果公告 ; location: 巫溪县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/c990c60a-8119-4d94-8a40-5d177a881144.html
date: 2018-09-03 ; title: 巫溪县胜利乡乡村旅游建设项目中标结果公告 ; location: 巫溪县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/d9226935-deb8-4bf1-bf57-35d4daa33aff.html
date: 2018-09-03 ; title: 新市工业组团职工配套房室内装饰装修工程（2#、3#楼）中标结果公告 ; location: 长寿区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/ae040778-9b7f-41b8-9bad-7941bf0465b9.html
date: 2018-09-03 ; title: 十八梯片区道路等相关配套设施建设工程EPC项目全过程咨询管理中标结果公告 ; location: 渝中区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/1ecdd877-eb28-43ba-a9b2-f86dc0a13921.html
date: 2018-09-03 ; title: 上清寺学田湾、春森路特色社区提升项目（学田湾片区）中标结果公告 ; location: 渝中区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/cd7e44ae-ee87-4f1f-a6e0-5808d7bab7d2.html
date: 2018-09-03 ; title: 石龙镇白马塘至柏杨湾新房子公路、花石场口至瓦房子至敬老院公路路面硬化工程中标结果公告 ; location: 巴南区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/581e1748-ae09-4586-b228-dabb41e5c464.html
date: 2018-09-03 ; title: 重庆市兼善中学蔡家校区二期建设工程监理中标结果公告 ; location: 北碚区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/69c76a96-a747-4b95-b9fd-a9221bd047cc.html
date: 2018-09-03 ; title: 酉阳县天山堡村新建公路通畅工程（盖坪山-铜鼓白腊园）中标结果公告 ; location: 酉阳县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/1f0002a1-c914-4386-a3c3-462c27493dbd.html
date: 2018-09-03 ; title: 西彭镇铝城大道绿化提档升级工程中标结果公告 ; location: 九龙坡区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/6d7a5ae5-cc3a-424a-87c5-8acf3fba16e5.html
date: 2018-09-03 ; title: 鹿山至望乡变电站专项配套工程（第二次）中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/fec955cf-db4f-47ba-a5c5-4bb1dc243168.html
date: 2018-09-03 ; title: 鹿山至望乡变电站专项配套工程监理中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/f294c5d1-0a27-4c3c-9876-af0df606122e.html
date: 2018-09-03 ; title: 翠云加压站南输管道二期工程—翠云加压站扩建工程EPC总承包 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/cd134774-e868-4d81-83f7-ca704568da96.html
date: 2018-09-03 ; title: 酉阳县东部沿海产业转移承接基地建设项目(一期)一标段（第二次） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/fa9e099c-5ba6-4ec5-adcd-ac89570a6106.html
date: 2018-09-03 ; title: 重庆市大足区胜天湖水库扩建工程大坝安全监测及视频监控系统 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/49fc7491-443e-4f0e-b8ea-219a03821b33.html
date: 2018-09-03 ; title: 开州区大进镇年华等（3）个村土地整治扶贫项目 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/217e6dfd-2a7a-44e3-9ae9-838657c3ba33.html
date: 2018-09-03 ; title: 中交?锦悦（Q11-1／02地块一标段1#楼至7#楼、S2#楼至S4#楼、D1#地下车库） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/784f3eee-fb8e-4979-8ce4-f23fe59fd26b.html
date: 2018-09-03 ; title: 丰都县三建乡夜力坪等（2）个村土地整治扶贫项目 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/859167ca-6f14-4f9d-9c5e-bc7e5a6c2254.html
date: 2018-09-03 ; title: 长安福特汽车有限公司热成型汽车零件建设项目停车场施工总承包项目 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/4d9c626f-764a-48ce-81c9-26e7ad448948.html
date: 2018-09-03 ; title: 水土高新生态城太山二路大桥及连接道工程勘察设计 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180903/5fda3835-7a68-47c0-8060-2599c16a1719.html
date: 2018-09-05 ; title: 天城大道改扩建工程EPC总承包监理 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180905/f51d64ca-7a3f-4134-8cde-21a011409b9f.html
date: 2018-09-05 ; title: 万州区高峰镇大寨村2018年农村饮水安全巩固提升工程 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180905/0cd733a2-d21e-45e9-a9b2-44bc5f9c8faa.html
date: 2018-09-05 ; title: 水土高新生态城悦港北路大桥及连接道工程勘察设计 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180905/0b610dba-7154-4a95-9fc2-1b2e4d630b70.html
date: 2018-09-05 ; title: 黄桷垭正街棚户区改造一期工程五标段 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180905/249a3fe3-c979-400d-b277-755ae465f1d4.html
date: 2018-09-05 ; title: 沙坪坝区土主镇悦读社区公园（第二次） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180905/78b004b8-8d72-4460-8a7b-112de1b26b2b.html
date: 2018-09-05 ; title: 万州区2018年财政涉农资金“四好农村公路”--甘宁镇甘宁村、帅家村10个村通组公路建设项目 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180905/9c28edb9-720f-44c7-a148-4fba4ec853d7.html
date: 2018-09-05 ; title: 云阳县老湾滑坡治理工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180905/9571bb95-2390-4138-974b-1f24f07374dc.html
date: 2018-09-05 ; title: 中都格罗唯视重庆基地项目设计 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180905/d4e43762-05f3-47e6-b3bb-73acb2cc2f7a.html
date: 2018-09-05 ; title: 龙井湖生态园景观提升工程设计 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180905/869553b1-660d-477e-8c85-896c8dd24369.html
date: 2018-09-05 ; title: 邢家桥社区安置房综合整治工程项目监理(第二次） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180905/ef1867d8-ca83-4cea-b380-10bf31efa5aa.html
date: 2018-09-04 ; title: 开州区南雅等5个乡镇集中式饮用水源地生态保护工程三标段中标结果公告 ; location: 开州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/c89b1fd0-9247-4132-9d02-1db96bd43ac2.html
date: 2018-09-04 ; title: 开州区南雅等5个乡镇集中式饮用水源地生态保护工程二标段中标结果公告 ; location: 开州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/f3871f83-9d48-4b1b-ae91-41e88ac1c4da.html
date: 2018-09-04 ; title: 开州区南雅等5个乡镇集中式饮用水源地生态保护工程一标段中标结果公告 ; location: 开州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20180904/2a6d12b2-1927-4143-9810-aebe736b7570.html
